time	sn_day_avg	sn_day_max	sn_day_min	sm_day_avg	sm_day_max	sm_day_min	sx_day_avg	sx_day_max	sx_day_min	dn_day_avg	dn_day_max	dn_day_min	dm_day_avg	dm_day_max	dm_day_min	dx_day_avg	dx_day_max	dx_day_min	ta_day_avg	ta_day_max	ta_day_min	pa_day_avg	pa_day_max	pa_day_min	ua_day_avg	ua_day_max	ua_day_min	rc_day_avg	rc_day_max	rc_day_min	rd_day_avg	rd_day_max	rd_day_min	ri_day_avg	ri_day_max	ri_day_min	
2018-11-21 00:00:00+01	0.69	5.00	0.00	2.87	6.50	0.70	5.41	10.90	1.80	165.48	359.00	0.00	70.91	111.00	33.00	136.96	258.00	71.00	0.33	0.80	-0.30	993.11	996.00	990.60	74.89	78.60	71.70	0.37	8.31	0.00	545.91	12350.00	0.00	0.00	0.00	0.00	
2018-11-22 00:00:00+01	0.57	3.20	0.00	2.14	5.90	0.30	3.87	9.40	0.70	157.04	359.00	0.00	69.22	123.00	2.00	131.17	257.00	46.00	0.50	1.50	0.00	996.92	998.20	995.80	75.17	78.50	71.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-23 00:00:00+01	0.46	2.30	0.00	1.56	3.70	0.30	2.69	5.40	0.50	152.35	359.00	0.00	68.17	150.00	9.00	129.30	261.00	30.00	1.35	2.30	0.20	997.91	999.20	995.00	78.43	83.00	75.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-24 00:00:00+01	0.37	2.50	0.00	1.09	3.40	0.10	1.82	4.60	0.30	176.00	359.00	0.00	136.57	359.00	0.00	158.87	359.00	1.00	3.01	5.50	0.20	989.28	994.60	986.80	81.36	83.60	73.90	0.11	0.28	0.00	1320.70	3570.00	0.00	0.01	1.00	0.00	
2018-11-25 00:00:00+01	0.40	2.60	0.00	1.17	4.40	0.10	1.94	8.30	0.40	157.91	359.00	0.00	136.00	356.00	0.00	174.91	358.00	1.00	6.24	7.50	5.40	985.97	988.30	983.00	78.86	83.70	69.50	0.01	0.28	0.00	157.83	3570.00	0.00	0.00	0.00	0.00	
2018-11-26 00:00:00+01	0.92	4.40	0.00	3.34	7.20	0.50	5.97	11.70	1.50	175.17	359.00	0.00	55.39	90.00	9.00	116.26	239.00	50.00	3.51	5.80	-0.10	981.86	984.50	980.80	73.66	79.80	64.90	0.08	0.12	0.00	983.52	1550.00	0.00	0.00	0.50	0.00	
2018-11-27 00:00:00+01	0.81	4.10	0.00	2.34	6.10	0.10	3.87	9.00	0.30	195.22	359.00	0.00	60.13	359.00	0.00	101.09	351.00	1.00	-0.55	0.90	-1.50	990.17	996.40	984.60	64.76	76.50	55.50	0.01	0.12	0.00	68.52	1550.00	0.00	0.00	0.00	0.00	
2018-11-28 00:00:00+01	0.49	2.90	0.00	1.67	4.90	0.20	2.92	7.30	0.50	173.61	359.00	0.00	109.91	357.00	0.00	142.22	359.00	0.00	-0.70	0.90	-2.90	1001.28	1005.80	996.40	63.10	74.30	51.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-29 00:00:00+01	0.60	3.20	0.00	2.07	5.50	0.30	3.71	8.90	0.70	131.39	359.00	0.00	87.91	357.00	6.00	148.91	276.00	32.00	-3.50	-0.20	-6.00	1005.00	1006.80	1002.20	60.83	71.50	46.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-30 00:00:00+01	0.43	3.30	0.00	1.55	4.60	0.20	2.76	7.90	0.60	161.09	359.00	0.00	71.43	359.00	0.00	134.26	306.00	24.00	-3.36	0.90	-6.30	997.82	1002.20	993.90	56.20	69.60	41.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-12-01 00:00:00+01	0.42	3.00	0.00	1.18	3.90	0.10	1.91	5.60	0.40	172.17	359.00	0.00	183.04	351.00	0.00	205.61	359.00	0.00	-4.78	0.10	-9.90	991.86	993.70	990.50	65.01	76.30	54.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-12-02 00:00:00+01	0.27	2.60	0.00	0.76	3.60	0.10	1.25	5.30	0.20	197.57	359.00	0.00	195.57	359.00	0.00	195.04	359.00	0.00	1.90	7.80	-2.20	986.36	990.80	981.10	66.58	76.70	48.90	0.02	0.14	0.00	125.39	1050.00	0.00	0.01	1.40	0.00	
2018-12-03 00:00:00+01	0.41	3.00	0.00	1.16	4.80	0.10	1.87	7.30	0.30	216.87	359.00	0.00	242.39	359.00	1.00	221.04	359.00	0.00	6.41	10.10	2.10	979.98	980.80	978.90	71.54	78.50	61.70	0.16	0.18	0.00	1075.87	1480.00	0.00	0.01	1.70	0.00	
2018-12-04 00:00:00+01	0.55	3.90	0.00	1.84	7.20	0.10	3.09	10.90	0.30	221.57	359.00	3.00	248.83	359.00	0.00	223.96	359.00	0.00	6.40	8.50	3.90	984.26	994.60	979.00	75.92	82.40	64.10	0.29	0.38	0.00	1580.96	2090.00	0.00	0.02	1.60	0.00	
2018-12-05 00:00:00+01	0.58	3.20	0.00	1.90	5.60	0.10	3.14	8.80	0.40	213.39	340.00	10.00	266.17	357.00	10.00	239.43	359.00	0.00	1.81	3.70	0.20	999.85	1002.10	995.30	68.43	73.60	57.20	0.02	0.38	0.00	92.39	2090.00	0.00	0.00	0.00	0.00	
2018-12-06 00:00:00+01	0.22	1.80	0.00	0.68	2.30	0.10	1.17	3.20	0.30	172.87	359.00	0.00	169.78	359.00	0.00	189.52	359.00	0.00	1.75	4.20	-1.60	996.57	1000.80	992.30	61.96	76.00	47.10	0.01	0.22	0.00	9.96	370.00	0.00	0.01	4.40	0.00	
2018-12-07 00:00:00+01	0.42	2.80	0.00	1.12	3.70	0.10	1.77	5.30	0.30	195.13	359.00	0.00	226.70	356.00	0.00	217.13	359.00	0.00	5.41	8.80	1.90	985.63	992.10	977.30	71.26	79.90	59.50	0.09	0.30	0.00	1007.48	1260.00	0.00	0.00	0.60	0.00	
2018-12-08 00:00:00+01	0.79	4.50	0.00	2.38	7.30	0.10	3.90	10.60	0.40	202.13	357.00	1.00	246.09	358.00	3.00	239.39	359.00	0.00	6.35	8.30	2.10	979.20	981.20	975.90	67.35	80.90	53.60	1.25	1.45	0.00	6948.83	8500.00	0.00	0.07	3.40	0.00	
2018-12-09 00:00:00+01	1.02	6.80	0.00	3.07	9.30	0.40	5.06	13.60	0.80	179.13	356.00	10.00	236.96	345.00	131.00	238.04	359.00	0.00	6.11	9.00	3.60	972.33	978.50	969.00	67.35	76.60	54.60	0.98	1.79	0.00	5083.04	9440.00	0.00	0.07	2.50	0.00	
2018-12-10 00:00:00+01	0.92	4.20	0.00	3.15	7.30	0.50	5.40	12.00	1.00	204.83	323.00	81.00	268.26	359.00	15.00	236.04	359.00	0.00	3.78	6.10	0.60	979.50	983.70	973.70	71.19	80.50	59.50	1.27	1.79	0.00	4186.96	9440.00	0.00	0.06	3.60	0.00	
2018-12-11 00:00:00+01	0.52	3.30	0.00	1.56	5.50	0.20	2.56	7.40	0.50	186.30	287.00	38.00	247.91	341.00	6.00	228.52	359.00	0.00	1.27	2.00	0.60	983.65	986.00	982.60	78.35	80.70	73.50	0.10	1.41	0.00	861.17	4910.00	0.00	0.00	0.40	0.00	
2018-12-12 00:00:00+01	0.47	2.60	0.00	1.28	3.60	0.20	2.04	5.80	0.40	224.04	359.00	0.00	168.13	359.00	0.00	123.96	359.00	0.00	1.16	2.00	-0.30	990.99	995.20	986.20	75.77	80.70	67.90	0.00	0.11	0.00	78.26	1770.00	0.00	0.00	0.00	0.00	
2018-12-13 00:00:00+01	0.53	2.00	0.00	1.36	3.20	0.30	2.13	4.60	0.80	211.65	348.00	75.00	259.78	357.00	5.00	221.91	359.00	0.00	-0.11	0.50	-0.90	994.56	995.30	994.00	76.69	79.90	70.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-12-14 00:00:00+01	0.61	3.40	0.00	1.90	4.80	0.20	3.19	7.40	0.50	171.83	359.00	0.00	82.83	358.00	0.00	113.25	359.00	0.00	-0.51	0.60	-1.30	996.71	997.90	995.00	73.18	78.10	65.10	0.00	0.00	0.00	8.79	10.00	0.00	0.00	0.00	0.00	
2018-12-15 00:00:00+01	0.77	4.10	0.10	2.92	7.80	0.50	5.30	12.20	1.40	162.71	359.00	0.00	63.83	122.00	22.00	128.33	263.00	47.00	-0.73	0.00	-2.10	996.14	997.70	992.30	68.16	79.00	54.60	0.00	0.00	0.00	0.42	10.00	0.00	0.00	0.00	0.00	
2018-12-16 00:00:00+01	0.31	2.70	0.00	1.00	4.00	0.20	1.75	7.00	0.40	174.75	359.00	0.00	161.08	359.00	0.00	169.17	359.00	0.00	-1.97	1.10	-6.00	991.27	992.30	990.50	69.47	78.30	52.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-12-17 00:00:00+01	0.26	2.00	0.00	0.77	2.80	0.10	1.35	4.80	0.30	189.21	355.00	1.00	242.62	359.00	0.00	205.96	359.00	0.00	-3.42	0.60	-7.50	994.92	999.20	991.60	73.19	79.70	67.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-12-18 00:00:00+01	0.34	2.60	0.00	1.00	3.90	0.10	1.67	5.10	0.40	171.04	359.00	0.00	182.46	359.00	1.00	196.62	359.00	0.00	0.88	2.50	-1.00	1000.74	1002.20	999.10	71.27	79.40	64.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-12-19 00:00:00+01	0.53	2.80	0.00	1.71	4.90	0.30	2.92	7.40	0.70	136.83	359.00	0.00	72.12	358.00	0.00	128.83	290.00	12.00	-3.36	-1.00	-5.00	998.08	1001.10	994.50	75.29	82.00	70.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-12-20 00:00:00+01	0.39	2.40	0.00	1.14	3.00	0.20	1.87	4.50	0.50	181.08	359.00	0.00	137.21	359.00	0.00	161.33	359.00	0.00	-2.23	0.10	-5.20	992.49	994.60	990.70	72.36	76.20	67.90	0.00	0.00	0.00	4.67	10.00	0.00	0.00	0.00	0.00	
2018-12-21 00:00:00+01	0.37	4.40	0.00	1.06	7.00	0.10	1.75	11.40	0.20	197.08	357.00	0.00	224.08	359.00	0.00	196.71	359.00	0.00	3.29	7.00	-0.60	988.27	992.90	979.80	66.73	76.20	49.20	0.03	0.22	0.00	267.38	1970.00	0.00	0.01	1.30	0.00	
2018-12-22 00:00:00+01	0.96	6.00	0.10	3.45	9.80	0.70	5.99	14.40	1.50	198.75	272.00	75.00	263.21	328.00	201.00	218.54	359.00	0.00	6.98	9.00	4.60	980.23	987.40	977.70	67.49	76.30	61.60	0.92	2.12	0.00	3776.17	8450.00	0.00	0.08	5.60	0.00	
2018-12-23 00:00:00+01	0.67	3.30	0.00	2.06	5.30	0.10	3.39	8.10	0.40	199.50	302.00	55.00	258.58	339.00	163.00	244.42	359.00	0.00	4.07	5.40	2.90	988.88	992.10	984.00	75.42	80.60	64.30	0.61	2.12	0.00	5297.96	9130.00	0.00	0.04	1.30	0.00	
2018-12-24 00:00:00+01	0.76	4.40	0.00	2.54	8.00	0.20	4.42	12.00	0.60	235.29	349.00	75.00	287.29	359.00	0.00	167.38	359.00	0.00	1.97	4.90	-0.40	988.09	997.30	979.50	70.25	81.40	58.10	0.23	1.12	0.00	2714.25	9220.00	0.00	0.01	1.30	0.00	
2018-12-25 00:00:00+01	0.76	3.70	0.10	2.60	5.40	0.80	4.47	8.20	1.60	198.08	305.00	61.00	261.58	338.00	223.00	232.04	359.00	0.00	0.39	2.40	-1.30	996.83	998.20	995.70	74.58	80.40	57.30	0.02	0.25	0.00	268.17	2970.00	0.00	0.00	0.40	0.00	
2018-12-26 00:00:00+01	0.80	4.10	0.10	2.81	6.20	0.80	4.89	9.90	1.80	195.96	273.00	70.00	263.25	321.00	221.00	239.75	359.00	0.00	3.04	3.80	2.20	996.17	997.00	995.20	76.66	79.70	73.00	0.06	0.07	0.00	797.00	930.00	0.00	0.00	0.50	0.00	
2018-12-27 00:00:00+01	0.93	4.20	0.10	2.95	7.10	0.40	4.96	10.10	1.10	202.33	277.00	87.00	261.54	311.00	225.00	258.21	359.00	0.00	4.77	6.50	3.20	995.21	997.10	993.30	77.92	82.80	72.00	0.18	0.28	0.00	1418.25	2140.00	0.00	0.01	1.50	0.00	
2018-12-28 00:00:00+01	0.79	4.70	0.10	2.67	6.90	0.60	4.56	11.40	1.30	206.21	288.00	85.00	268.21	335.00	210.00	232.92	359.00	0.00	4.75	5.60	4.00	993.70	996.20	992.00	76.03	80.70	70.80	0.15	0.36	0.00	810.42	2140.00	0.00	0.01	2.40	0.00	
2018-12-29 00:00:00+01	0.77	3.80	0.10	2.33	6.20	0.60	3.76	8.90	1.10	209.21	288.00	76.00	266.25	330.00	218.00	242.71	359.00	0.00	4.03	4.40	3.60	997.24	998.70	994.40	76.62	80.00	70.00	0.13	0.36	0.00	1045.62	1860.00	0.00	0.01	1.10	0.00	
2018-12-30 00:00:00+01	0.77	4.00	0.00	2.36	6.90	0.20	3.89	12.10	0.50	199.54	280.00	55.00	257.46	335.00	175.00	249.21	359.00	0.00	3.65	4.70	1.50	992.29	994.50	991.00	75.53	80.00	66.70	0.23	1.13	0.00	1619.33	8230.00	0.00	0.04	2.00	0.00	
2018-12-31 00:00:00+01	0.60	3.40	0.00	2.06	4.90	0.30	3.45	7.60	0.60	226.96	313.00	81.00	287.79	349.00	1.00	210.54	359.00	0.00	2.78	3.60	1.50	999.01	1002.60	993.90	71.26	79.70	62.00	0.14	1.13	0.00	1276.17	8230.00	0.00	0.00	0.70	0.00	
